,,,,,,,Flood Characteristics,,,,Impact Category,,,Area,,,,,,,,,,
1001,M1001,1963,January,0,,,,,,MET,,,,,,,,,,,,,,
1002,M1002,1963,February,0,Devon & Cornwall,,Snowmelt,T,1,MET,1,,,1,,,,,,,,,1,
1003,M1003,1963,March,0,,,,,,MET,,,,,,,,,,,,,,
1004,M1004,1963,April,0,,,,,,MET,,,,,,,,,,,,,,
1005,M1005,1963,May,0,,,,,,MET,,,,,,,,,,,,,,
1006,M1006,1963,June,0,Kensington Palace [London],,Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1007,M1007,1963,July,0,,,,,,MET,,,,,,,,,,,,,,
1008,M1008,1963,August,0,,,,,,MET,,,,,,,,,,,,,,
1009,M1009,1963,September,0,,,,,,MET,,,,,,,,,,,,,,
1010,M1010,1963,October,0,,,,,,MET,,,,,,,,,,,,,,
1011,M1011,1963,November,0,,,,,,MET,,,,,,,,,,,,,,
1012,M1012,1963,December,0,,,,,,MET,,,,,,,,,,,,,,
1013,M1013,1964,January,0,,,,,,MET,,,,,,,,,,,,,,
1014,M1014,1964,February,0,,,,,,MET,,,,,,,,,,,,,,
1015,M1015,1964,March,0,,,,,,MET,,,,,,,,,,,,,,
1016,M1016,1964,April,0,,,,,,MET,,,,,,,,,,,,,,
1017,M1017,1964,May,0,Central & Northern England,,Torrential Rainfall & Thunderstorms,T,1,MET,1,,,1,1,,1,1,1,,,,,
1018,M1018,1964,June,0,,,,,,MET,,,,,,,,,,,,,,
1019,M1019,1964,July,0,Lancashire & West Riding (Yorkshire),Widespread,Thunderstorms & Heavy Rainfall,T,1,MET,1,,,1,,,,1,1,,,,,
1020,M1020,1964,August,0,,,,,,MET,,,,,,,,,,,,,,
1021,M1021,1964,September,0,,,,,,MET,,,,,,,,,,,,,,
1022,M1022,1964,October,0,,,,,,MET,,,,,,,,,,,,,,
1023,M1023,1964,November,0,,,,,,MET,,,,,,,,,,,,,,
1024,M1024,1964,December,0,Wales & Lake district,Widespread,Heavy & prolonged Rainfall,T,1,MET,1,,,1,,1,,,1,,,,,
1025,M1025,1964,December,0,Northern Wales,Worst floods known in the district,36 hours more or less continuous rain,T,1,MET,,1,,,,1,,,,,,,,
1026,M1026,1965,January,0,Wales & Lake district,Widespread,Persistent Rainfall,T,1,MET,1,,,1,,1,,,1,,,,,
1027,M1027,1965,February,0,,,,,,MET,,,,,,,,,,,,,,
1028,M1028,1965,March,0,,,,,,MET,,,,,,,,,,,,,,
1029,M1029,1965,April,0,,,,,,MET,,,,,,,,,,,,,,
1030,M1030,1965,May,0,,,,,,MET,,,,,,,,,,,,,,
1031,M1031,1965,June,0,,,,,,MET,,,,,,,,,,,,,,
1032,M1032,1965,July,0,North of London,Considerable,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1033,M1033,1965,August,0,,,,,,MET,,,,,,,,,,,,,,
1034,M1034,1965,September,0,,,,,,MET,,,,,,,,,,,,,,
1035,M1035,1965,October,0,,,,,,MET,,,,,,,,,,,,,,
1036,M1036,1965,November,0,South-Western England,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1037,M1037,1965,December,0,[Unspecified] Many places,Widespread,Heavy Rainfall & Snowmelt,T,1,MET,1,,,,,,,,,,,,,1
1038,M1038,1966,January,0,,,,,,MET,,,,,,,,,,,,,,
1039,M1039,1966,February,0,Midlands & Peak district,Some flooding,Heavy Rainfall & Snowmelt,T,1,MET,1,,,1,,,1,,,,,,,
1040,M1040,1966,February,0,Northern England & Scotland,Some flooding,Heavy Rainfall & Snowmelt,T,1,MET,1,,,1,,,,1,1,,1,,,
1041,M1041,1966,March,0,,,,,,MET,,,,,,,,,,,,,,
1042,M1042,1966,April,0,,,,,,MET,,,,,,,,,,,,,,
1043,M1043,1966,May,0,,,,,,MET,,,,,,,,,,,,,,
1044,M1044,1966,June,0,,,,,,MET,,,,,,,,,,,,,,
1045,M1045,1966,July,0,,,,,,MET,,,,,,,,,,,,,,
1046,M1046,1966,August,0,Southern Wales & South-Western England,,Heavy Rainfall,T,1,MET,1,,,1,,1,,,,,,,1,
1047,M1047,1966,August,0,Northern & Southern England,Extensive & damaging,Thunderstorms with Torrential Rainfall,T,1,MET,1,,,1,,,,1,1,,,1,1,
1048,M1048,1966,August,0,Midlands & Southern England,Floods in many areas & damaging,Thunderstorm,T,1,MET,1,,,1,,,1,,,,,1,1,
1049,M1049,1966,September,0,Lake district & Southern Scotland,Extensive,Rainfall,T,1,MET,1,,,1,,,,,1,,1,,,
1050,M1050,1966,September,0,Lake district & parts of Scotland,,Rainfall,T,1,MET,1,,,1,,,,,1,,1,,,
1051,M1051,1966,October,0,Kent,Considerable,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1052,M1052,1966,October,0,Midlands & Southern England,Widespread,Rainfall,T,1,MET,1,,,1,,,1,,,,,1,1,
1053,M1053,1966,November,0,Western England,Widespread,Heavy Rainfall,T,1,MET,1,,,1,,,1,,1,,,,1,
1054,M1054,1966,December,0,Scotland,Severe,Snowmelt,T,1,MET,,1,,,,,,,,,1,,,
1055,M1055,1967,January,0,,,,,,MET,,,,,,,,,,,,,,
1056,M1056,1967,February,0,,,,,,MET,,,,,,,,,,,,,,
1057,M1057,1967,March,0,,,,,,MET,,,,,,,,,,,,,,
1058,M1058,1967,April,0,,,,,,MET,,,,,,,,,,,,,,
1059,M1059,1967,May,0,,,,,,MET,,,,,,,,,,,,,,
1060,M1060,1967,June,0,Many places esp. North-Western England,Extensive,Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1061,M1061,1967,July,0,Cheshire & County Down (NI),Widespread,Heavy Rainfall,T,1,MET,1,,,1,,,,,,1,,,,
1062,M1062,1967,August,0,Lancashire,Widespread,Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1063,M1063,1967,September,0,,,,,,MET,,,,,,,,,,,,,,
1064,M1064,1967,October,0,South-Western Scotland & Lake District,Widespread,Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,1,,,
1065,M1065,1967,October,0,Northern Wales,Considerable flood damage,Shallow wave disturbance,C,1,MET,1,,,,,1,,,,,,,,
1066,M1066,1967,October,0,Midlands,Widespread,Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1067,M1067,1967,November,0,,,,,,MET,,,,,,,,,,,,,,
1068,M1068,1967,December,0,West Britain,,Rainfall & rapid Snowmelt,T,1,MET,1,,,1,,1,,,1,1,1,,1,
1069,M1069,1968,January,0,South-Western England,Widespread,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1070,M1070,1968,January,0,Devon & Cornwall,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1071,M1071,1968,January,0,Wales & Western England,,Heavy Rainfall & Snowmelt,T,1,MET,1,,,1,,1,1,0,1,,,,1,
1072,M1072,1968,February,0,Western England,,Heavy Thunderstorms,T,1,MET,1,,,1,,,1,,1,,,,1,
1073,M1073,1968,March,0,,,,,,MET,,,,,,,,,,,,,,
1074,M1074,1968,April,0,,,,,,MET,,,,,,,,,,,,,,
1075,M1075,1968,May,0,,,,,,MET,,,,,,,,,,,,,,
1076,M1076,1968,June,0,Midlands & Eastern England,,Storms,T,1,MET,1,,,1,1,,1,1,,,,1,,
1077,M1077,1968,June,0,Midlands & Southern & Eastern England,Widespread,Rainfall,T,1,MET,1,,,1,1,,1,1,,,,1,1,
1078,M1078,1968,July,0,Western England & Midlands & Devon,Widespread with crop & property damage in Devon a major disaster (every town & village hit),Thunderstorms & Torrential Rainfall,T,1,MET,,,1,1,,,1,,1,,,,1,
1079,M1079,1968,July,0,Exeter & Birmingham & Peterborough & Southern England,Seven people killed & hundreds of bridges washed away (Loss of life),Thunderstorms & exceptionally Heavy Rainfall,T,1,MET,,,1,1,1,,1,,,,,1,1,
1080,M1080,1968,July,0,Midlands & East Anglia,Localised flooding,Thunderstorms,T,1,MET,1,,,1,1,,1,,,,,,,
1081,M1081,1968,July,0,Essex,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1082,M1082,1968,August,0,,,,,,MET,,,,,,,,,,,,,,
1083,M1083,1968,September,0,Kent & Essex & Surrey & Sussex & East Anglia,Widespread & disastrous (1 in 200 year Rainfall in Purleigh (Essex)),Rainfall,T,1,MET,,,1,1,1,,,,,,,1,,
1084,M1084,1968,October,0,,,,,,MET,,,,,,,,,,,,,,
1085,M1085,1968,November,0,,,,,,MET,,,,,,,,,,,,,,
1086,M1086,1968,December,0,Central & Southern England,Widespread,Heavy Rainfall,T,1,MET,1,,,1,1,,1,,,,,1,1,
1087,M1087,1969,January,0,[Unspecified] Many places,Localised flooding - not serious with waterlogging of fields & delayed preparations for spring sowing,Heavy Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1088,M1088,1969,February,0,Western England,Severe,Snowmelt,T,1,MET,,1,,1,,,1,,1,,,,1,
1089,M1089,1969,February,0,Teignmouth (Devon),Flooded in places by overtopping of sea wall,Gales & high Tide,C,1,MET,1,,,1,,,,,,,,,1,
1090,M1090,1969,March,0,East Anglia,Severe,Rainfall,T,1,MET,,1,,1,1,,,,,,,,,
1091,M1091,1969,April,0,Lancashire & Cheshire,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,1,,,,,
1092,M1092,1969,May,0,[Unspecified] Many places & Midlands,Widespread & Severe (Midlands),Heavy Rainfall & Thunderstorms,T,1,MET,,1,,,,,1,,,,,,,1
1093,M1093,1969,June,0,Northern England & Southern Scotland,Localised flooding & power failures,Heavy storms,T,1,MET,1,,,1,,,,1,1,,1,,,
1094,M1094,1969,July,0,Plymouth,Temporary flooding with much inconvenience,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1095,M1095,1969,July,0,South-Eastern & East Anglia,,Heavy Rainfall,T,1,MET,1,,,1,1,,,,,,,1,,
1096,M1096,1969,August,0,Southern England,Traffic frequently disrupted by temporary flooding,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1097,M1097,1969,August,0,Wales & Western England,Flooding in some areas,Heavy Rainfall,T,1,MET,1,,,1,,1,1,,1,,,,1,
1098,M1098,1969,August,0,Surrey & Staffordshire,,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,1,,
1099,M1099,1969,August,0,Norwich,,Rainfall,T,1,MET,1,,,1,1,,,,,,,,,
1100,M1100,1969,August,0,England & Wales,,Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1101,M1101,1969,September,0,Wales & Northern England,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,1,,1,1,,,,,
1102,M1102,1969,September,0,East Coast England,Worst flooding since 1953 in many places,Storms & high Tides,C,1,MET,,1,,1,1,,,1,,,,1,,
1103,M1103,1969,October,0,Northern Ireland,Localised flooding in many places,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1104,M1104,1969,November,0,Scotland & Northern & Western England & Wales,,Heavy Rainfall,T,1,MET,1,,,1,,1,1,1,1,,1,,1,
1105,M1105,1969,December,0,,,,,,MET,,,,,,,,,,,,,,
1106,M1106,1970,January,0,South-Western England,Sea-wall overtopping,South-Westerly gales,C,1,MET,1,,,1,,,,,,,,,1,
1107,M1107,1970,February,0,Western England & Midlands,Not Widespread,Rainfall,T,1,MET,1,,,1,,,1,,1,,,,1,
1108,M1108,1970,February,0,Northern Ireland,,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1109,M1109,1970,March,0,Yorkshire & Derbyshire & Northern England & Midlands,Localised flooding,Rainfall,T,1,MET,1,,,1,,,1,1,1,,,,,
1110,M1110,1970,April,0,,,,,,MET,,,,,,,,,,,,,,
1111,M1111,1970,May,0,East Anglia,Localised flooding,Thunderstorms,T,1,MET,1,,,1,1,,,,,,,,,
1112,M1112,1970,June,0,England & Wales,Temporary closure of Heathrow airport,Intense Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1113,M1113,1970,July,0,Scotland,,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1114,M1114,1970,July,0,England & Wales,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1115,M1115,1970,August,0,Northern Ireland,,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,,,,
1116,M1116,1970,August,0,Western Midlands & Southern England,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,1,1,
1117,M1117,1970,August,0,Eastern Scotland,Severe,Heavy Rainfall,T,1,MET,,1,,,,,,,,,1,,,
1118,M1118,1970,September,0,Scotland & NI,Localised flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,1,1,,,
1119,M1119,1970,October,0,Southern Wales,Localised flooding,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1120,M1120,1970,November,0,[Unspecified] Some areas,Localised flooding at times,Heavy Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1121,M1121,1970,December,0,,,,,,MET,,,,,,,,,,,,,,
1122,M1122,1971,January,0,Southern England,Localised flooding,Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1123,M1123,1971,January,0,Wales & Western England,,Snowmelt & Rainfall,T,1,MET,1,,,1,,1,1,,1,,,,1,
1124,M1124,1971,February,0,,,,,,MET,,,,,,,,,,,,,,
1125,M1125,1971,March,0,[Unspecified] Many areas,Minor flooding,Prolonged Heavy Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1126,M1126,1971,April,0,,,,,,MET,,,,,,,,,,,,,,
1127,M1127,1971,May,0,Portsmouth & Bath & Western Midlands,Minor flooding,Thunderstorms,T,1,MET,1,,,1,,,1,,,,,1,1,
1128,M1128,1971,May,0,Ilkley (Yorkshire),Minor flooding,Thunderstorms,T,1,MET,1,,,1,,,,1,,,,,,
1129,M1129,1971,May,0,Midlands & Southern England & London,Minor flooding,Thunderstorms,T,1,MET,1,,,1,,,1,,,,,1,1,
1130,M1130,1971,June,0,South-Western England,Damage to hay crops & Localised floods,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1131,M1131,1971,July,0,Northern Wales & Lancashire,Flood damage reported,Rainfall,T,1,MET,1,,,1,,1,,,1,,,,,
1132,M1132,1971,July,0,[Unspecified] Many places,Localised flooding,Thunderstorms,T,1,MET,1,,,,,,,,,,,,,1
1133,M1133,1971,July,0,Great Yarmouth,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1134,M1134,1971,August,0,[Unspecified] Many places,Localised damage reports from press reports a common feature,Thunderstorms,T,1,MET,1,,,,,,,,,,,,,1
1135,M1135,1971,August,0,England & Scotland & NI,,Heavy Rainfall,T,1,MET,1,,,1,1,,1,1,1,1,1,1,1,
1136,M1136,1971,September,0,,,,,,MET,,,,,,,,,,,,,,
1137,M1137,1971,October,0,[Unspecified] Many places,Localised flooding,Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1138,M1138,1971,November,0,Fife (Scotland),,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1139,M1139,1971,December,0,,,,,,MET,,,,,,,,,,,,,,
1140,M1140,1972,January,0,Lancashire,Localised flooding,Rainfall & Snowmelt,T,1,MET,1,,,1,,,,,1,,,,,
1141,M1141,1972,February,0,[Unspecified] Many areas,,Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1142,M1142,1972,March,0,Southern England,Localised flooding,Rainfall & storms,T,1,MET,1,,,1,,,,,,,,1,1,
1143,M1143,1972,April,0,Western England,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,,1,,1,,,,1,
1144,M1144,1972,May,0,,,,,,MET,,,,,,,,,,,,,,
1145,M1145,1972,June,0,,,,,,MET,,,,,,,,,,,,,,
1146,M1146,1972,July,0,Wales & North-Western England,Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,,1,,,1,,,,,
1147,M1147,1972,August,0,Norwich & Northern Wales & South-Eastern England & others,Many parts of Norwich flooded & Localised flooding,Rainfall,T,1,MET,1,,,1,1,1,,,,,,1,,
1148,M1148,1972,September,0,,,,,,MET,,,,,,,,,,,,,,
1149,M1149,1972,October,0,,,,,,MET,,,,,,,,,,,,,,
1150,M1150,1972,November,0,England & Wales,Minor damage & Localised flooding,Heavy Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1151,M1151,1972,December,0,Southern England,Road & rail transport disrupted temporarily,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1152,M1152,1973,January,0,County Armagh & County Down (NI),Serious,Heavy Rainfall,T,1,MET,,,1,,,,,,,1,,,,
1153,M1153,1973,February,0,,,,,,MET,,,,,,,,,,,,,,
1154,M1154,1973,March,0,,,,,,MET,,,,,,,,,,,,,,
1155,M1155,1973,April,0,,,,,,MET,,,,,,,,,,,,,,
1156,M1156,1973,May,0,London & other places,Both houses of parliaments partially flooded & local press reports,Intense Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1157,M1157,1973,June,0,London & Southern England,Buildings damaged & Localised flooding,Intense Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1158,M1158,1973,July,0,Home counties,Road & rail transport disrupted temporarily,Severe Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1159,M1159,1973,July,0,England & Wales,Localised flooding,Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1160,M1160,1973,August,0,South-Western London,Serious Localised flooding,Heavy Thunderstorm,T,1,MET,,,1,1,,,,,,,,1,,
1161,M1161,1973,August,0,Channel islands & South-Western England & Wales,Extensive,Thunderstorms,T,1,MET,1,,,1,,1,,,,,,,1,
1162,M1162,1973,September,0,South-Eastern England,Localised flooding,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,,
1163,M1163,1973,September,0,South-Eastern England,Severe Localised flooding with 1 death in Kent (loss of life),Very Heavy Rainfall,T,1,MET,,,1,1,,,,,,,,1,,
1164,M1164,1973,October,0,[Unspecified] Many places,,Thunderstorms,T,1,MET,1,,,,,,,,,,,,,1
1165,M1165,1973,November,0,Caernarvon (Wales),Press reports of floods 5 feet deep,Rainfall,T,1,MET,1,,,,,1,,,,,,,,
1166,M1166,1973,December,0,,,,,,MET,,,,,,,,,,,,,,
1167,M1167,1974,January,0,Southern England,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1168,M1168,1974,January,0,Western & Southern Scotland,,Heavy Rainfall & high Tides & strong winds,T/C,1,MET,1,,,,,,,,,,1,,,
1169,M1169,1974,February,0,Midlands & Southern England,Road & rail communications disrupted,Heavy Rainfall & coastal flooding,T/C,1,MET,1,,,1,,,1,,,,,1,1,
1170,M1170,1974,March,0,,,,,,MET,,,,,,,,,,,,,,
1171,M1171,1974,April,0,,,,,,MET,,,,,,,,,,,,,,
1172,M1172,1974,May,0,,,,,,MET,,,,,,,,,,,,,,
1173,M1173,1974,June,0,South-Eastern England,Roads & buildings flooded,Rainfall,T,1,MET,1,,,1,,,,,,,,1,,
1174,M1174,1974,June,0,Western England,,Heavy Rainfall,T,1,MET,1,,,1,,,1,,1,,,,1,
1175,M1175,1974,July,0,,,,,,MET,,,,,,,,,,,,,,
1176,M1176,1974,August,0,England & Wales,Localised flooding,Torrential Rainfall,T,1,MET,1,,,1,1,1,1,1,1,,,1,1,
1177,M1177,1974,September,0,Southern England,Acres of farmland & several roads flooded for a time,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,1,
1178,M1178,1974,October,0,,,,,,MET,,,,,,,,,,,,,,
1179,M1179,1974,November,0,Western England,Many roads flooded,Rainfall,T,1,MET,1,,,1,,,1,,1,,,,1,
1180,M1180,1974,November,0,East Anglia & Midlands & Southern England,Widespread,Rainfall,T,1,MET,1,,,1,1,,1,,,,,1,1,
1181,M1181,1974,December,0,,,,,,MET,,,,,,,,,,,,,,
1182,M1182,1975,January,0,Wales & Southern England,,Rainfall,T,1,MET,1,,,1,0,1,,,,,,1,1,
1183,M1183,1975,February,0,,,,,,MET,,,,,,,,,,,,,,
1184,M1184,1975,March,0,Eastern England & Midlands,Widespread,Rainfall,T,1,MET,1,,,1,1,,1,1,,,,1,,
1185,M1185,1975,April,0,,,,,,MET,,,,,,,,,,,,,,
1186,M1186,1975,May,0,East Anglia & Southern England,Roads & railways affected,Rainfall,T,1,MET,1,,,1,1,,,,,,,1,1,
1187,M1187,1975,June,0,,,,,,MET,,,,,,,,,,,,,,
1188,M1188,1975,July,0,,,,,,MET,,,,,,,,,,,,,,
1189,M1189,1975,August,0,London & Southern England,Severe with considerable damage to property & disrupted public services - 1 man drowned (loss of life),Rainfall,T,1,MET,,,1,1,,,,,,,,1,1,
1190,M1190,1975,September,0,,,,,,MET,,,,,,,,,,,,,,
1191,M1191,1975,October,0,,,,,,MET,,,,,,,,,,,,,,
1192,M1192,1975,November,0,,,,,,MET,,,,,,,,,,,,,,
1193,M1193,1975,December,0,,,,,,MET,,,,,,,,,,,,,,
1194,M1194,1976,January,0,,,,,,MET,,,,,,,,,,,,,,
1195,M1195,1976,February,0,,,,,,MET,,,,,,,,,,,,,,
1196,M1196,1976,March,0,,,,,,MET,,,,,,,,,,,,,,
1197,M1197,1976,April,0,,,,,,MET,,,,,,,,,,,,,,
1198,M1198,1976,May,0,,,,,,MET,,,,,,,,,,,,,,
1199,M1199,1976,June,0,,,,,,MET,,,,,,,,,,,,,,
1200,M1200,1976,July,0,Central Southern & Eastern England,Localised flooding,Heavy Rainfall & storms,T,1,MET,1,,,1,1,,1,,,,,1,1,
1201,M1201,1976,August,0,,,,,,MET,,,,,,,,,,,,,,
1202,M1202,1976,September,0,Stokesley (Northern Yorkshire),,Torrential Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1203,M1203,1976,September,0,Polperro (Cornwall),,Thunderstorm,T,1,MET,1,,,1,,,,,,,,,1,
1204,M1204,1976,September,0,Glasgow (Scotland),,Thunderstorm,T,1,MET,1,,,,,,,,,,1,,,
1205,M1205,1976,October,0,Northern districts,,Torrential Rainfall & gales,T,1,MET,1,,,1,,,,1,1,,1,,,
1206,M1206,1976,October,0,Southern districts,,Torrential Rainfall & gales,T,1,MET,1,,,1,,,,,,,,1,1,
1207,M1207,1976,November,0,Southern England,Widespread,Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1208,M1208,1976,December,0,,,,,,MET,,,,,,,,,,,,,,
1209,M1209,1977,January,0,,,,,,MET,,,,,,,,,,,,,,
1210,M1210,1977,February,0,Nottinghamshire & Derbyshire,Rainfall 400% of usual causing severe flooding in many districts,Rainfall,T,1,MET,,1,,1,,,1,,,,,,,
1211,M1211,1977,March,0,,,,,,MET,,,,,,,,,,,,,,
1212,M1212,1977,April,0,,,,,,MET,,,,,,,,,,,,,,
1213,M1213,1977,May,0,,,,,,MET,,,,,,,,,,,,,,
1214,M1214,1977,June,0,Southern England,Damage to crops & property,Thunderstorms,T,1,MET,1,,,1,,,,,,,,1,1,
1215,M1215,1977,June,0,Exeter,City centre flooded,Thunderstorms,T,1,MET,1,,,1,,,,,,,,,1,
1216,M1216,1977,July,0,,,,,,MET,,,,,,,,,,,,,,
1217,M1217,1977,August,0,Ruislip manor (London),Severe flooding,Rainfall,T,1,MET,,1,,1,,,,,,,,1,,
1218,M1218,1977,August,0,Dartford (Kent),Severe flooding,Rainfall,T,1,MET,,1,,1,,,,,,,,1,,
1219,M1219,1977,September,0,,,,,,MET,,,,,,,,,,,,,,
1220,M1220,1977,October,0,Borders (Scotland),Great deal of damage to property with bridges washed away & livestock killed (damage £1 million),Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1221,M1221,1977,November,0,Northern Lancashire,Widespread flooding with considerable damage & a pier smashed & large numbers of livestock killed (damage over £1 million),Gales & high Tide & Heavy Rainfall,T/C,1,MET,1,,,1,,,,,1,,,,,
1222,M1222,1977,December,0,Devon & Dorset,,Rainfall,T,1,MET,1,,,1,,,,,,,,,1,
1223,M1223,1978,January,0,Eastern England & South-Eastern England,Sea defences breached & Fenland drain rivers burst banks with considerable damage to property & farmland & several seaside piers irreparably damaged,Northern Sea tidal surge,C,1,MET,1,,,1,1,,,1,,,,1,,
1224,M1224,1978,February,0,Southern Devon,Severe,High Tides & Snowmelt,T/C,1,MET,,1,,1,,,,,,,,,1,
1225,M1225,1978,March,0,,,,,,MET,,,,,,,,,,,,,,
1226,M1226,1978,April,0,,,,,,MET,,,,,,,,,,,,,,
1227,M1227,1978,May,0,South-Eastern England & Cambridge/Huntingdon,,Heavy Rainfall,T,1,MET,1,,,1,1,,,,,,,1,,
1228,M1228,1978,June,0,Central England,Considerable damage locally,Thunderstorms,T,1,MET,1,,,1,1,,1,,,,,,,
1229,M1229,1978,July,0,,,,,,MET,,,,,,,,,,,,,,
1230,M1230,1978,August,0,Aviemore & Cairngorm (Scotland),Motorists trapped in cars,Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1231,M1231,1978,September,0,,,,,,MET,,,,,,,,,,,,,,
1232,M1232,1978,October,0,,,,,,MET,,,,,,,,,,,,,,
1233,M1233,1978,November,0,Scotland,Flooding in many parts [widespread],Heavy Rainfall,T,1,MET,1,,,,,,,,,,1,,,
1234,M1234,1978,December,0,Northern England esp. York,Extensive flooding with York's worst floods since 1947,Exceptionally Heavy Rainfall,T,1,MET,,1,,1,,,,1,1,,,,,
1235,M1235,1978,December,0,Southern coast esp. Portland,,Heavy seas due to gales,C,1,MET,1,,,1,,,,,,,0,1,1,
1236,M1236,1979,January,0,Southern Devon,Flooding & damage,Heavy seas & strong winds,C,1,MET,1,,,1,,,,,,,,,1,
1237,M1237,1979,January,0,Southern England,,Snowmelt,T,1,MET,1,,,1,,,,,,,,1,1,
1238,M1238,1979,February,0,,,,,,MET,,,,,,,,,,,,,,
1239,M1239,1979,March,0,North-Eastern England,,Heavy Rainfall,T,1,MET,1,,,1,,,,1,,,,,,
1240,M1240,1979,April,0,Leicestershire & Surrey & Sussex,Considerable flooding,Heavy Rainfall,T,1,MET,1,,,1,,,1,,,,,1,,
1241,M1241,1979,May,0,South-Western & Southern England,Extensive flooding,Heavy Rainfall & Thunderstorm,T,1,MET,1,,,1,,,,,,,,1,1,
1242,M1242,1979,June,0,Skipton (Yorkshire),Serious flooding,Rainfall,T,1,MET,,,1,1,,,,1,,,,,,
1243,M1243,1979,July,0,,,,,,MET,,,,,,,,,,,,,,
1244,M1244,1979,August,0,Southern England & East Anglia,,Heavy Thunderstorms,T,1,MET,1,,,1,1,,,,,,,1,1,
1245,M1245,1979,September,0,,,,,,MET,,,,,,,,,,,,,,
1246,M1246,1979,October,0,,,,,,MET,,,,,,,,,,,,,,
1247,M1247,1979,November,0,Lake district & Yorkshire & Scotland,Serious flooding,Heavy Rainfall,T,1,MET,,,1,1,,,,1,1,,1,,,
1248,M1248,1979,December,0,South-Western England & Southern Wales,Widespread,Heavy Rainfall,T,1,MET,1,,,1,,1,,,,,,,1,
1249,M1249,1980,January,0,,,,,,MET,,,,,,,,,,,,,,
1250,M1250,1980,February,0,Southern England esp. Kent & Sussex,,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1251,M1251,1980,March,0,,,,,,MET,,,,,,,,,,,,,,
1252,M1252,1980,April,0,,,,,,MET,,,,,,,,,,,,,,
1253,M1253,1980,May,0,,,,,,MET,,,,,,,,,,,,,,
1254,M1254,1980,June,0,Southern England,Flooding in some parts,Heavy Rainfall,T,1,MET,1,,,1,,,,,,,,1,1,
1255,M1255,1980,July,0,[Unspecified] Some areas,Localised flooding,Heavy Rainfall,T,1,MET,1,,,,,,,,,,,,,1
1256,M1256,1980,August,0,Midlands,Widespread,Rainfall,T,1,MET,1,,,1,,,1,,,,,,,
1257,M1257,1980,September,0,,,,,,MET,,,,,,,,,,,,,,
