policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,ncap_rating,is_parking_sensors,target
48,0,33,15,4076,1,0,0,0,1,0
4,0,29,5,7788,5,3,10,4,1,0
42,4,31,21,17804,1,2,7,2,1,0
9,0,39,17,34738,1,0,0,0,1,0
99,75,36,20,8794,1,2,7,2,1,0
5,63,45,17,34738,2,0,4,2,0,0
4,50,32,4,5410,3,4,5,3,1,0
21,8,35,17,34738,1,5,1,0,1,0
103,29,34,16,21622,3,4,5,3,1,0
84,8,42,11,27003,1,2,7,2,1,0
22,0,52,7,16206,1,0,0,0,1,1
53,58,44,11,27003,1,2,8,0,1,0
40,0,37,15,4076,1,5,1,0,1,0
24,4,31,15,4076,1,0,0,0,1,0
57,75,24,11,27003,1,2,7,2,1,0
55,4,56,17,34738,1,2,8,0,1,0
98,16,38,15,4076,3,4,5,3,1,0
40,21,32,17,34738,1,1,9,2,1,0
95,0,46,1,73430,1,3,3,2,1,0
89,4,37,15,4076,1,2,7,2,1,1
77,4,62,20,8794,3,4,5,3,1,0
103,67,58,10,27742,1,2,8,0,1,0
27,21,59,17,34738,1,0,0,0,1,0
8,12,25,0,4990,1,2,7,2,1,0
47,37,39,10,27742,1,1,9,2,1,0
43,0,28,15,4076,3,4,5,3,1,0
71,58,35,20,8794,3,4,5,3,1,0
17,8,33,17,34738,1,0,0,0,1,0
41,58,34,4,5410,4,2,6,5,1,0
94,16,26,15,4076,1,2,7,2,1,0
28,12,43,19,6112,1,0,0,0,1,0
31,8,38,1,73430,1,0,0,0,1,0
26,12,29,15,4076,1,0,0,0,1,0
14,4,32,1,73430,1,0,0,0,1,0
21,21,24,20,8794,3,4,5,3,1,0
83,54,52,20,8794,1,2,8,0,1,0
31,16,31,0,4990,1,0,0,0,1,0
63,8,52,11,27003,1,0,0,0,1,0
103,33,36,20,8794,1,2,7,2,1,0
86,8,23,11,27003,2,0,4,2,0,0
40,42,28,20,8794,1,2,7,2,1,0
46,46,32,21,17804,3,4,5,3,1,0
21,50,35,1,73430,1,3,3,2,1,0
41,46,53,11,27003,5,3,10,4,1,0
93,8,36,5,7788,1,2,7,2,1,0
104,37,32,20,8794,3,4,5,3,1,0
92,71,39,20,8794,3,4,5,3,1,0
96,37,38,11,27003,2,0,4,2,0,0
104,67,38,4,5410,1,2,8,0,1,1
103,37,55,11,27003,1,2,7,2,1,0
30,54,30,17,34738,1,0,0,0,1,0
0,8,44,5,7788,1,0,0,0,1,0
5,16,43,20,8794,1,2,7,2,1,0
104,71,50,20,8794,3,4,5,3,1,0
52,16,25,20,8794,5,3,10,4,1,0
49,16,56,21,17804,1,0,0,0,1,0
9,63,44,11,27003,4,2,6,5,1,0
0,4,23,11,27003,1,2,7,2,1,0
44,67,34,5,7788,1,3,3,2,1,0
11,8,33,15,4076,1,0,0,0,1,0
88,8,37,20,8794,1,2,7,2,1,0
86,33,37,4,5410,3,4,5,3,1,0
94,42,33,11,27003,1,1,9,2,1,0
83,4,43,10,27742,1,0,0,0,1,0
7,0,50,21,17804,1,0,0,0,1,1
6,4,36,5,7788,1,2,7,2,1,0
87,50,41,19,6112,3,4,5,3,1,0
45,37,23,4,5410,1,1,9,2,1,0
20,12,28,17,34738,3,4,5,3,1,0
91,42,58,20,8794,3,4,5,3,1,0
46,4,31,17,34738,2,0,4,2,0,0
93,37,29,20,8794,1,2,8,0,1,0
83,12,23,20,8794,3,4,5,3,1,0
35,8,24,2,6108,3,4,5,3,1,0
90,4,37,19,6112,3,4,5,3,1,0
48,21,40,10,27742,1,0,0,0,1,0
56,42,27,11,27003,1,2,7,2,1,0
92,54,34,20,8794,3,4,5,3,1,0
99,4,40,20,8794,1,1,9,2,1,0
88,21,28,17,34738,5,3,10,4,1,0
93,58,25,13,3264,3,4,5,3,1,0
43,25,40,21,17804,3,4,5,3,1,0
92,58,37,4,5410,3,4,5,3,1,0
47,21,33,1,73430,1,2,8,0,1,0
3,33,47,15,4076,1,2,8,0,1,0
90,42,39,3,34791,1,0,0,0,1,1
84,4,41,2,6108,1,0,0,0,1,0
101,37,31,17,34738,1,1,9,2,1,0
34,130,40,20,8794,1,2,7,2,1,0
12,16,28,11,27003,3,4,5,3,1,0
17,4,29,21,17804,1,0,0,0,1,0
6,50,36,4,5410,1,3,3,2,1,0
24,21,55,8,65567,1,0,0,0,1,0
53,8,32,11,27003,1,0,0,0,1,0
1,21,43,4,5410,1,2,7,2,1,0
101,12,38,17,34738,3,4,5,3,1,0
50,50,33,1,73430,5,3,10,4,1,0
76,33,43,20,8794,3,4,5,3,1,0
8,37,36,17,34738,1,2,8,0,1,0
35,63,29,17,34738,1,2,7,2,1,1
94,8,41,2,6108,5,3,10,4,1,0
55,4,51,11,27003,1,0,0,0,1,0
43,12,54,21,17804,1,0,0,0,1,0
38,29,23,17,34738,1,1,9,2,1,0
8,54,25,15,4076,3,4,5,3,1,0
11,50,50,20,8794,1,1,9,2,1,0
60,21,31,10,27742,1,2,8,0,1,0
102,50,63,11,27003,3,4,5,3,1,0
25,16,26,17,34738,1,0,0,0,1,0
3,4,40,17,34738,1,0,0,0,1,0
97,8,51,11,27003,1,2,7,2,1,0
39,33,27,11,27003,1,0,0,0,1,0
37,21,24,15,4076,1,0,0,0,1,0
21,0,36,7,16206,1,0,0,0,1,0
89,21,34,4,5410,1,2,7,2,1,0
31,8,23,19,6112,1,0,0,0,1,0
87,25,25,5,7788,3,4,5,3,1,1
18,67,30,20,8794,3,4,5,3,1,0
63,8,30,17,34738,1,0,0,0,1,0
56,8,30,11,27003,1,0,0,0,1,0
5,25,23,11,27003,1,1,9,2,1,0
99,16,41,11,27003,3,4,5,3,1,1
17,21,31,5,7788,1,2,8,0,1,0
48,4,27,15,4076,1,0,0,0,1,0
87,25,46,20,8794,1,2,7,2,1,0
59,58,53,18,13051,1,1,9,2,1,1
44,54,37,15,4076,1,1,9,2,1,0
87,33,41,11,27003,5,3,10,4,1,0
88,12,43,20,8794,1,2,7,2,1,1
60,33,32,21,17804,1,2,7,2,1,0
27,8,34,1,73430,3,4,5,3,1,0
95,58,38,5,7788,1,3,3,2,1,0
89,25,43,15,4076,1,2,8,0,1,0
8,0,33,16,21622,1,0,0,0,1,1
41,0,53,20,8794,1,2,7,2,1,0
48,0,46,6,290,1,2,7,2,1,0
7,12,35,15,4076,1,0,0,0,1,0
69,37,43,11,27003,2,0,4,2,0,0
74,25,40,11,27003,1,2,7,2,1,0
64,42,32,20,8794,3,4,5,3,1,0
86,25,24,20,8794,1,2,7,2,1,0
87,4,27,15,4076,2,0,4,2,0,0
29,0,34,4,5410,1,2,7,2,1,0
63,33,38,17,34738,1,0,0,0,1,0
41,0,39,5,7788,1,2,7,2,1,0
6,33,40,0,4990,1,0,0,0,1,0
54,46,23,17,34738,3,4,5,3,1,0
15,0,23,17,34738,1,0,0,0,1,1
7,4,30,6,290,3,4,5,3,1,0
5,0,40,11,27003,1,0,0,0,1,0
79,33,44,1,73430,3,4,5,3,1,0
0,8,40,11,27003,1,0,0,0,1,0
52,54,27,20,8794,1,2,7,2,1,0
3,0,36,20,8794,5,3,10,4,1,0
82,0,40,11,27003,3,4,5,3,1,0
90,8,35,0,4990,1,0,0,0,1,0
97,58,49,4,5410,1,2,7,2,1,0
8,0,42,17,34738,1,0,0,0,1,0
95,50,41,11,27003,3,4,5,3,1,0
100,37,42,5,7788,3,4,5,3,1,0
56,4,36,20,8794,3,4,5,3,1,0
40,42,24,19,6112,1,2,7,2,1,0
97,42,40,5,7788,3,4,5,3,1,0
37,0,38,19,6112,3,4,5,3,1,0
40,25,25,20,8794,2,0,4,2,0,0
39,21,30,1,73430,1,0,0,0,1,0
76,12,39,5,7788,3,4,5,3,1,0
48,16,50,17,34738,1,0,0,0,1,0
11,0,23,11,27003,1,5,1,0,1,0
15,37,23,10,27742,1,0,0,0,1,0
85,46,43,11,27003,3,4,5,3,1,0
3,0,50,21,17804,1,0,0,0,1,1
86,37,40,11,27003,3,4,5,3,1,0
42,29,43,21,17804,1,2,7,2,1,0
2,8,46,8,65567,1,0,0,0,1,0
18,58,40,15,4076,2,0,4,2,0,0
86,16,43,20,8794,1,2,7,2,1,0
90,50,53,20,8794,2,0,4,2,0,0
74,0,49,1,73430,1,0,0,0,1,0
52,50,51,11,27003,3,4,5,3,1,0
22,37,43,20,8794,1,2,7,2,1,0
88,25,39,13,3264,3,4,5,3,1,0
90,4,25,10,27742,1,2,7,2,1,0
99,12,60,21,17804,1,2,7,2,1,0
42,8,35,1,73430,1,0,0,0,1,0
96,50,30,20,8794,3,4,5,3,1,0
10,4,33,15,4076,1,0,0,0,1,0
20,33,32,11,27003,1,2,7,2,1,0
35,84,33,15,4076,3,4,5,3,1,0
95,75,61,11,27003,3,4,5,3,1,0
4,37,24,6,290,1,1,9,2,1,0
97,37,28,10,27742,1,0,0,0,1,0
93,42,27,15,4076,3,4,5,3,1,0
43,21,40,6,290,1,1,9,2,1,0
7,8,42,17,34738,1,0,0,0,1,0
57,46,45,5,7788,2,0,4,2,0,0
4,0,34,11,27003,1,0,0,0,1,0
32,16,41,19,6112,1,0,0,0,1,0
7,0,23,15,4076,1,0,0,0,1,0
96,12,53,20,8794,1,2,7,2,1,0
52,54,29,20,8794,1,2,7,2,1,0
26,79,36,20,8794,1,2,7,2,1,0
94,12,52,17,34738,3,4,5,3,1,0
39,42,41,15,4076,3,4,5,3,1,0
44,8,27,20,8794,4,3,2,5,1,0
62,21,42,20,8794,2,0,4,2,0,0
93,46,37,20,8794,3,4,5,3,1,0
43,54,30,11,27003,1,1,9,2,1,0
90,25,23,20,8794,3,4,5,3,1,0
85,4,37,20,8794,1,2,7,2,1,0
98,42,26,4,5410,3,4,5,3,1,0
92,21,43,20,8794,2,0,4,2,0,0
91,75,53,5,7788,1,2,7,2,1,0
98,42,34,17,34738,3,4,5,3,1,0
15,4,33,9,35036,5,3,10,4,1,0
83,33,42,11,27003,3,4,5,3,1,1
19,4,58,1,73430,1,0,0,0,1,0
46,4,54,19,6112,1,0,0,0,1,0
1,25,33,17,34738,1,1,9,2,1,0
7,0,49,17,34738,1,0,0,0,1,0
34,8,43,10,27742,1,0,0,0,1,0
33,67,28,5,7788,1,2,7,2,1,0
36,46,43,5,7788,1,3,3,2,1,0
84,58,43,2,6108,1,5,1,0,1,0
27,63,30,20,8794,1,2,7,2,1,0
87,12,36,0,4990,1,0,0,0,1,0
16,16,33,11,27003,1,0,0,0,1,0
87,8,55,4,5410,1,2,7,2,1,0
43,54,33,20,8794,1,2,7,2,1,0
6,0,30,17,34738,1,1,9,2,1,0
8,33,27,20,8794,1,1,9,2,1,0
89,12,58,20,8794,3,4,5,3,1,0
40,63,43,17,34738,1,2,7,2,1,0
62,33,40,20,8794,1,3,3,2,1,0
81,75,50,15,4076,1,2,7,2,1,0
10,4,29,15,4076,1,0,0,0,1,0
100,21,48,1,73430,1,0,0,0,1,0
53,42,34,20,8794,1,2,7,2,1,0
7,21,33,19,6112,1,2,7,2,1,0
51,58,43,20,8794,4,3,2,5,1,0
44,42,62,11,27003,3,4,5,3,1,0
17,4,26,1,73430,2,0,4,2,0,0
11,16,35,3,34791,5,3,10,4,1,0
6,0,36,17,34738,1,0,0,0,1,0
7,33,25,1,73430,1,2,7,2,1,0
6,46,35,11,27003,3,4,5,3,1,0
34,0,34,15,4076,1,0,0,0,1,0
89,16,35,20,8794,1,1,9,2,1,0
43,12,46,11,27003,1,0,0,0,1,0
7,46,27,19,6112,5,3,10,4,1,0
43,58,23,20,8794,3,4,5,3,1,0
94,29,36,20,8794,1,2,7,2,1,0
97,58,52,20,8794,3,4,5,3,1,0
96,50,30,4,5410,3,4,5,3,1,0
3,0,53,21,17804,1,0,0,0,1,0
91,63,63,17,34738,1,2,7,2,1,0
24,33,36,20,8794,1,2,7,2,1,0
92,21,42,20,8794,1,2,7,2,1,1
18,8,29,14,16733,1,0,0,0,1,0
71,75,33,11,27003,1,2,7,2,1,0
13,54,42,11,27003,1,2,7,2,1,0
30,21,25,18,13051,1,1,9,2,1,0
3,21,33,17,34738,1,0,0,0,1,0
26,8,51,20,8794,1,0,0,0,1,0
88,29,38,1,73430,3,4,5,3,1,0
86,29,28,17,34738,1,2,7,2,1,0
24,54,33,3,34791,1,2,7,2,1,0
89,16,43,20,8794,3,4,5,3,1,0
40,0,32,17,34738,1,0,0,0,1,0
74,8,47,15,4076,1,0,0,0,1,0
3,42,26,20,8794,1,1,9,2,1,0
15,46,53,20,8794,3,4,5,3,1,1
28,12,28,17,34738,1,0,0,0,1,0
26,4,44,15,4076,1,0,0,0,1,0
92,33,42,20,8794,1,2,7,2,1,0
24,25,34,4,5410,3,4,5,3,1,0
104,21,26,20,8794,3,4,5,3,1,0
17,50,28,0,4990,3,4,5,3,1,0
8,37,33,21,17804,1,1,9,2,1,0
26,29,46,10,27742,1,2,7,2,1,0
7,37,42,0,4990,3,4,5,3,1,0
7,75,23,20,8794,1,2,7,2,1,0
44,4,48,21,17804,1,2,7,2,1,0
89,50,66,20,8794,3,4,5,3,1,0
87,4,58,20,8794,1,2,7,2,1,0
7,12,29,19,6112,3,4,5,3,1,0
5,46,24,11,27003,3,4,5,3,1,0
62,8,50,18,13051,1,0,0,0,1,0
23,21,23,20,8794,4,2,6,5,1,0
13,4,56,1,73430,1,0,0,0,1,0
6,12,26,20,8794,4,2,6,5,1,0
79,63,33,19,6112,1,0,0,0,1,0
89,71,29,20,8794,4,3,2,5,1,0
7,4,46,3,34791,4,2,6,5,1,0
103,50,47,20,8794,2,0,4,2,0,0
89,29,40,20,8794,1,2,7,2,1,0
23,63,54,1,73430,1,0,0,0,1,0
7,8,23,7,16206,1,0,0,0,1,0
101,54,36,20,8794,3,4,5,3,1,0
8,0,41,6,290,1,2,7,2,1,0
26,54,30,11,27003,1,1,9,2,1,0
85,71,31,20,8794,3,4,5,3,1,0
27,193,48,5,7788,3,4,5,3,1,0
103,33,32,20,8794,1,3,3,2,1,0
2,25,46,8,65567,1,2,7,2,1,0
53,4,37,11,27003,1,0,0,0,1,0
0,63,33,20,8794,3,4,5,3,1,0
88,46,42,20,8794,3,4,5,3,1,0
6,12,38,6,290,1,0,0,0,1,0
92,33,26,5,7788,1,1,9,2,1,1
55,8,23,15,4076,1,0,0,0,1,0
50,21,26,17,34738,1,2,7,2,1,0
0,21,51,21,17804,1,2,7,2,1,0
86,0,56,17,34738,1,0,0,0,1,0
95,37,29,20,8794,1,2,7,2,1,1
7,46,25,11,27003,1,2,8,0,1,0
92,16,51,1,73430,5,3,10,4,1,0
38,8,23,15,4076,5,3,10,4,1,0
67,54,61,17,34738,1,2,8,0,1,0
89,33,64,20,8794,3,4,5,3,1,0
81,12,51,16,21622,1,0,0,0,1,0
63,8,30,3,34791,1,0,0,0,1,0
7,0,25,1,73430,1,2,7,2,1,0
46,33,54,20,8794,1,2,7,2,1,0
9,25,34,7,16206,1,1,9,2,1,0
8,4,46,17,34738,1,0,0,0,1,0
16,42,23,11,27003,2,0,4,2,0,0
7,8,23,15,4076,3,4,5,3,1,0
92,42,43,20,8794,3,4,5,3,1,0
2,42,43,1,73430,1,2,7,2,1,0
14,12,40,1,73430,1,2,7,2,1,0
23,33,28,21,17804,1,5,1,0,1,0
6,16,26,19,6112,1,2,7,2,1,0
9,12,31,10,27742,1,0,0,0,1,0
88,84,23,20,8794,3,4,5,3,1,0
37,16,58,10,27742,1,0,0,0,1,0
69,8,31,17,34738,3,4,5,3,1,0
10,37,29,20,8794,1,2,7,2,1,0
53,4,46,11,27003,1,0,0,0,1,0
20,33,27,0,4990,1,0,0,0,1,0
76,0,25,11,27003,1,2,7,2,1,0
28,4,46,13,3264,1,0,0,0,1,0
28,29,25,18,13051,1,2,7,2,1,0
43,63,47,17,34738,3,4,5,3,1,0
86,46,43,4,5410,1,2,7,2,1,0
97,8,41,17,34738,1,2,7,2,1,0
57,58,28,4,5410,1,2,7,2,1,0
18,84,38,20,8794,1,2,7,2,1,0
23,4,26,2,6108,1,0,0,0,1,0
13,12,34,11,27003,1,2,7,2,1,0
62,21,46,7,16206,1,0,0,0,1,0
53,12,23,15,4076,1,0,0,0,1,0
24,42,38,20,8794,3,4,5,3,1,0
62,37,30,5,7788,1,2,8,0,1,1
44,4,36,19,6112,1,0,0,0,1,0
2,42,23,17,34738,1,2,7,2,1,0
48,46,46,17,34738,3,4,5,3,1,0
6,21,43,20,8794,3,4,5,3,1,0
2,37,23,20,8794,5,3,10,4,1,0
99,16,41,11,27003,2,0,4,2,0,0
8,12,32,19,6112,3,4,5,3,1,0
95,50,72,0,4990,1,2,7,2,1,0
54,37,40,20,8794,5,3,10,4,1,0
25,4,57,20,8794,1,2,7,2,1,0
20,33,26,1,73430,1,0,0,0,1,0
88,42,31,3,34791,3,4,5,3,1,0
84,71,36,4,5410,3,4,5,3,1,0
104,25,50,5,7788,1,2,7,2,1,0
68,4,46,17,34738,1,0,0,0,1,0
11,25,36,18,13051,1,2,8,0,1,0
20,4,25,17,34738,1,1,9,2,1,0
44,0,29,1,73430,1,0,0,0,1,0
7,42,43,17,34738,1,2,7,2,1,0
28,12,55,20,8794,1,2,7,2,1,0
7,25,24,21,17804,1,1,9,2,1,0
1,37,24,20,8794,1,1,9,2,1,0
31,21,30,5,7788,1,2,8,0,1,0
40,4,33,17,34738,4,2,6,5,1,0
7,8,30,11,27003,1,2,7,2,1,0
48,63,50,20,8794,1,2,7,2,1,0
15,29,23,21,17804,3,4,5,3,1,0
6,33,35,11,27003,1,2,7,2,1,0
71,25,33,4,5410,1,2,8,0,1,0
7,8,27,6,290,1,2,7,2,1,0
104,113,29,20,8794,1,1,9,2,1,0
10,21,40,17,34738,1,2,7,2,1,0
44,4,39,15,4076,3,4,5,3,1,0
24,0,30,11,27003,1,0,0,0,1,0
14,42,35,20,8794,1,2,7,2,1,0
10,21,40,15,4076,1,0,0,0,1,0
88,29,38,17,34738,1,2,7,2,1,0
24,54,31,1,73430,1,2,7,2,1,0
7,4,25,1,73430,1,1,9,2,1,0
82,4,38,17,34738,1,0,0,0,1,0
61,0,47,17,34738,3,4,5,3,1,0
91,46,39,20,8794,3,4,5,3,1,1
72,4,42,17,34738,1,0,0,0,1,0
93,58,54,20,8794,1,2,7,2,1,0
22,46,29,20,8794,1,2,7,2,1,0
7,50,29,6,290,3,4,5,3,1,0
6,21,25,11,27003,2,0,4,2,0,0
56,58,26,20,8794,1,2,7,2,1,0
62,16,42,15,4076,1,0,0,0,1,0
95,37,35,10,27742,3,4,5,3,1,0
98,63,30,20,8794,4,2,6,5,1,0
48,4,26,10,27742,4,2,6,5,1,0
18,46,33,4,5410,3,4,5,3,1,0
97,37,30,20,8794,3,4,5,3,1,0
15,63,56,20,8794,1,2,7,2,1,0
49,54,42,0,4990,1,2,7,2,1,0
40,8,40,11,27003,1,0,0,0,1,0
9,58,23,19,6112,1,2,7,2,1,0
38,8,61,21,17804,4,3,2,5,1,0
5,21,41,11,27003,1,0,0,0,1,0
91,21,49,20,8794,3,4,5,3,1,0
103,50,56,20,8794,3,4,5,3,1,0
9,0,50,1,73430,1,0,0,0,1,0
8,0,39,21,17804,1,0,0,0,1,0
94,58,33,4,5410,2,0,4,2,0,0
11,29,26,6,290,1,0,0,0,1,0
6,0,36,17,34738,1,0,0,0,1,0
10,63,44,15,4076,3,4,5,3,1,0
7,75,28,0,4990,3,4,5,3,1,0
4,42,40,20,8794,1,2,8,0,1,0
48,4,25,17,34738,1,0,0,0,1,0
6,8,40,1,73430,1,2,7,2,1,0
22,37,50,1,73430,1,2,7,2,1,0
82,29,34,5,7788,3,4,5,3,1,0
85,4,38,17,34738,4,2,6,5,1,0
86,54,36,3,34791,3,4,5,3,1,0
44,16,42,11,27003,1,2,7,2,1,0
22,8,36,20,8794,2,0,4,2,0,0
99,21,37,15,4076,1,3,3,2,1,0
99,50,50,11,27003,3,4,5,3,1,0
12,4,45,17,34738,1,0,0,0,1,0
34,25,36,3,34791,1,0,0,0,1,0
74,54,36,17,34738,4,2,6,5,1,0
28,4,36,19,6112,1,0,0,0,1,0
96,8,45,11,27003,3,4,5,3,1,0
83,29,51,17,34738,1,2,7,2,1,0
8,63,50,21,17804,1,2,7,2,1,0
2,0,30,9,35036,1,0,0,0,1,1
3,29,43,13,3264,1,2,7,2,1,0
55,12,39,2,6108,1,0,0,0,1,0
96,54,34,11,27003,1,2,7,2,1,0
84,46,66,20,8794,3,4,5,3,1,0
85,29,35,3,34791,1,2,7,2,1,0
19,12,36,17,34738,1,0,0,0,1,0
14,4,33,17,34738,1,0,0,0,1,0
101,42,50,20,8794,4,2,6,5,1,0
95,58,29,5,7788,1,2,7,2,1,0
7,58,23,6,290,1,1,9,2,1,0
3,8,27,15,4076,1,0,0,0,1,0
80,8,30,15,4076,1,0,0,0,1,0
88,25,51,20,8794,1,2,7,2,1,1
100,50,27,20,8794,3,4,5,3,1,0
97,50,62,20,8794,1,2,7,2,1,0
97,21,37,2,6108,1,2,8,0,1,0
83,75,32,20,8794,3,4,5,3,1,0
95,71,27,1,73430,3,4,5,3,1,0
8,54,34,1,73430,1,2,8,0,1,0
100,100,38,17,34738,3,4,5,3,1,0
0,0,34,15,4076,1,0,0,0,1,0
39,8,40,17,34738,1,0,0,0,1,0
54,8,26,14,16733,1,0,0,0,1,0
49,12,59,11,27003,1,0,0,0,1,0
103,25,30,5,7788,5,3,10,4,1,0
31,0,31,1,73430,1,0,0,0,1,1
7,29,26,17,34738,3,4,5,3,1,0
52,0,46,20,8794,1,5,1,0,1,0
80,4,38,21,17804,1,0,0,0,1,0
100,37,33,16,21622,1,2,8,0,1,1
41,25,36,5,7788,2,0,4,2,0,0
84,42,50,4,5410,1,2,7,2,1,0
0,21,40,4,5410,1,0,0,0,1,0
42,50,30,16,21622,1,1,9,2,1,0
84,37,28,11,27003,3,4,5,3,1,0
32,16,29,15,4076,1,0,0,0,1,0
84,16,36,5,7788,3,4,5,3,1,0
60,21,54,5,7788,3,4,5,3,1,0
95,29,28,20,8794,1,2,8,0,1,0
102,46,45,5,7788,3,4,5,3,1,1
15,58,34,11,27003,1,1,9,2,1,0
3,0,43,3,34791,1,2,7,2,1,0
96,37,42,5,7788,3,4,5,3,1,0
18,4,29,1,73430,1,0,0,0,1,0
44,0,52,19,6112,1,2,7,2,1,1
81,4,35,4,5410,1,3,3,2,1,0
96,29,33,11,27003,1,2,7,2,1,0
75,8,26,16,21622,1,0,0,0,1,0
74,29,60,14,16733,1,0,0,0,1,1
6,12,33,15,4076,1,1,9,2,1,0
91,58,43,3,34791,3,4,5,3,1,0
7,58,30,8,65567,1,2,7,2,1,0
16,0,43,15,4076,1,0,0,0,1,0
9,50,28,17,34738,2,0,4,2,0,0
19,58,56,8,65567,3,4,5,3,1,0
89,58,40,20,8794,1,2,7,2,1,0
4,0,44,8,65567,1,0,0,0,1,0
75,16,32,14,16733,1,0,0,0,1,0
100,4,39,15,4076,1,0,0,0,1,0
86,37,34,4,5410,1,2,7,2,1,0
85,46,48,20,8794,1,2,7,2,1,0
7,0,60,5,7788,1,0,0,0,1,1
5,0,34,21,17804,1,0,0,0,1,0
53,8,36,21,17804,1,0,0,0,1,0
3,0,37,1,73430,1,0,0,0,1,0
81,33,39,20,8794,3,4,5,3,1,0
41,12,30,2,6108,1,0,0,0,1,1
32,29,46,20,8794,1,1,9,2,1,0
7,0,40,17,34738,1,2,7,2,1,0
98,33,36,19,6112,1,2,7,2,1,0
103,8,26,10,27742,1,1,9,2,1,0
50,50,30,5,7788,3,4,5,3,1,0
6,29,23,15,4076,1,2,7,2,1,0
86,50,42,15,4076,3,4,5,3,1,0
22,12,23,20,8794,3,4,5,3,1,0
87,42,38,20,8794,1,3,3,2,1,0
69,42,26,10,27742,2,0,4,2,0,0
15,42,31,15,4076,1,2,7,2,1,0
21,37,33,6,290,1,0,0,0,1,0
61,8,46,21,17804,1,0,0,0,1,0
3,4,28,18,13051,5,3,10,4,1,0
104,21,25,20,8794,3,4,5,3,1,0
38,33,36,20,8794,1,3,3,2,1,0
101,8,48,20,8794,3,4,5,3,1,0
71,42,58,17,34738,5,3,10,4,1,0
78,42,23,20,8794,1,2,7,2,1,0
98,29,23,20,8794,1,2,7,2,1,1
8,16,34,19,6112,1,0,0,0,1,0
43,71,28,17,34738,1,2,7,2,1,1
97,33,43,0,4990,1,2,7,2,1,0
90,25,50,17,34738,1,2,7,2,1,0
5,25,39,20,8794,4,2,6,5,1,0
91,63,26,2,6108,1,1,9,2,1,0
95,37,40,2,6108,1,2,7,2,1,0
3,4,28,21,17804,1,0,0,0,1,0
8,12,37,21,17804,3,4,5,3,1,0
84,33,33,11,27003,1,2,7,2,1,0
35,33,46,17,34738,1,3,3,2,1,0
88,12,43,15,4076,1,0,0,0,1,0
46,29,27,1,73430,2,0,4,2,0,1
69,12,52,20,8794,1,0,0,0,1,0
96,42,37,2,6108,1,2,7,2,1,0
86,50,60,20,8794,1,2,7,2,1,0
8,46,23,11,27003,1,2,7,2,1,0
104,29,49,20,8794,5,3,10,4,1,0
28,16,30,1,73430,1,0,0,0,1,0
104,25,39,20,8794,3,4,5,3,1,0
83,8,60,17,34738,1,0,0,0,1,0
101,63,57,20,8794,1,2,8,0,1,0
59,8,27,5,7788,1,2,7,2,1,0
48,29,49,4,5410,1,2,7,2,1,0
12,4,43,0,4990,1,0,0,0,1,0
60,4,24,2,6108,1,0,0,0,1,0
97,42,26,20,8794,1,2,7,2,1,0
47,71,30,20,8794,1,2,7,2,1,0
7,8,29,1,73430,4,2,6,5,1,0
9,0,40,17,34738,1,0,0,0,1,0
25,29,45,20,8794,5,3,10,4,1,0
76,42,46,11,27003,1,0,0,0,1,0
23,29,43,20,8794,1,2,7,2,1,0
27,37,30,0,4990,1,1,9,2,1,0
42,12,23,17,34738,1,2,7,2,1,0
17,8,30,15,4076,1,0,0,0,1,0
4,16,23,4,5410,1,2,8,0,1,0
7,50,33,3,34791,1,2,7,2,1,0
99,8,47,5,7788,1,2,7,2,1,0
27,37,29,1,73430,1,1,9,2,1,1
23,46,45,11,27003,1,3,3,2,1,0
44,8,30,17,34738,1,0,0,0,1,0
7,21,54,17,34738,2,0,4,2,0,0
90,25,36,11,27003,5,3,10,4,1,1
16,8,46,20,8794,5,3,10,4,1,0
38,50,53,4,5410,1,2,7,2,1,0
96,8,50,5,7788,3,4,5,3,1,0
45,25,33,17,34738,1,2,7,2,1,0
43,46,39,11,27003,1,2,8,0,1,0
75,46,32,20,8794,1,2,7,2,1,0
96,63,37,4,5410,1,5,1,0,1,0
93,37,63,11,27003,3,4,5,3,1,0
46,4,41,5,7788,1,2,7,2,1,0
9,0,27,15,4076,1,0,0,0,1,1
26,0,36,15,4076,1,0,0,0,1,0
19,16,30,4,5410,1,2,7,2,1,0
7,75,24,17,34738,1,2,7,2,1,0
3,4,45,17,34738,1,0,0,0,1,0
97,25,43,5,7788,3,4,5,3,1,0
104,42,33,20,8794,1,2,7,2,1,0
50,46,50,4,5410,1,2,8,0,1,1
6,4,50,19,6112,1,2,7,2,1,0
54,16,28,21,17804,1,0,0,0,1,0
68,12,50,17,34738,1,0,0,0,1,0
72,4,30,11,27003,1,0,0,0,1,0
96,42,38,19,6112,1,0,0,0,1,0
87,58,34,5,7788,1,2,7,2,1,1
88,75,55,20,8794,3,4,5,3,1,0
19,12,25,11,27003,1,0,0,0,1,0
64,8,37,3,34791,1,0,0,0,1,0
9,0,56,1,73430,1,0,0,0,1,0
11,16,36,21,17804,5,3,10,4,1,0
50,67,46,17,34738,1,5,1,0,1,0
47,50,31,19,6112,1,2,7,2,1,0
93,71,50,15,4076,1,2,7,2,1,0
23,25,30,11,27003,4,2,6,5,1,0
66,42,28,20,8794,1,2,7,2,1,1
